タイトル,順位,得意先コード,得意先名称,得意先名称２,ランク,重点,業態,担当者,カテゴリー名,地区名称,電話番号,住所１,住所２,住所３,売上金額,粗利金額,前年対比率,前年売上,前年粗利,前々年売上,前々年粗利
"	【売上金額／ベスト順】    25/02/01～26/01/31",3643,"	0099906","	佐藤　正司　　　　　　　　ＣＬ","	","	","	","	小売店","	斎藤ﾒﾃﾞｨｱ","	メディア秋田","	秋田","	0182522233","	秋田県　横手市大雄八柏村表","	　　　　１３４","	",0,0,.00,0,0,14600,3536
"	【売上金額／ベスト順】    25/02/01～26/01/31",3644,"	0071933","	酒匠たかはし　　　　　　　ＣＬ","	","	","	","	小売店","	田邉ﾒﾃﾞｨｱ","	メディア広島","	広島","	0822715831","	広島県　広島市西区古江新町","	　　　　２－８","	",0,0,.00,0,0,14100,3696
"	【売上金額／ベスト順】    25/02/01～26/01/31",3645,"	0082564","	竹村　志保　　　　　　　　ＣＬ","	","	","	","	その他","	斎藤ﾒﾃﾞｨｱ","	メディア長野","	長野","	08044763265","	長野県　飯田市東和町３丁目","	　　　５２７０－２０－４０２","	",0,0,.00,0,0,14100,3696
"	【売上金額／ベスト順】    25/02/01～26/01/31",3646,"	0079002","	（株）カスヤ","	","	","	","	卸","	米原ﾒﾃﾞｨｱ","	メディア愛知","	愛知","	0531220886","	愛知県　田原市豊島町釜鋳硲７３","	","	",0,0,.00,0,0,14000,4610
"	【売上金額／ベスト順】    25/02/01～26/01/31",3647,"	0083007","	米澤　敦子　　　　　　　　ＣＬ","	","	","	","	不明","	斎藤ﾒﾃﾞｨｱ","	メディア長野","	長野","	09016513902","	長野県　長野市西尾張部","	３８６－２徳竹アパート１０号","	",0,0,.00,0,0,14000,2792
"	【売上金額／ベスト順】    25/02/01～26/01/31",3648,"	0080623","	ゆたか農場　　　　　　　　ＣＬ","	","	","	","	農業法人","	斎藤ﾒﾃﾞｨｱ","	メディア埼玉","	埼玉","	0485582842","	埼玉県　熊谷市西野３５４－２","	","	",0,0,.00,0,0,13960,6460
"	【売上金額／ベスト順】    25/02/01～26/01/31",3649,"	0099658","	青山　次男　　　　　　　　ＣＬ","	","	","	","	生産者","	米原ﾒﾃﾞｨｱ","	メディア滋賀","	滋賀","	0749452531","	滋賀県　東近江市小八木町８６８","	","	",0,0,.00,0,0,13800,3238
"	【売上金額／ベスト順】    25/02/01～26/01/31",3650,"	0071104","	南観音食糧　　　　　　　　ＣＬ","	","	","	","	小売店","	田邉ﾒﾃﾞｨｱ","	メディア広島","	広島","	0822311029","	広島県　広島市西区観音新町","	　　　　１－１８－６","	",0,0,.00,0,0,13800,2280
"	【売上金額／ベスト順】    25/02/01～26/01/31",3651,"	0079705","	猶明　孝信　　　　　　　　ＣＬ","	","	","	","	生産者","	米原ﾒﾃﾞｨｱ","	メディア富山","	富山","	0766724770","	富山県　氷見市余川３６５０","	","	",0,0,.00,0,0,13200,4056
"	【売上金額／ベスト順】    25/02/01～26/01/31",3652,"	0075107","	オカノ米穀店　　　　　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア茨城","	茨城","	0295720304","	茨城県　久慈郡大子町","	　　　　大子８０２","	",0,0,.00,0,0,13200,3288
"	【売上金額／ベスト順】    25/02/01～26/01/31",3653,"	0088553","	野口　昌作　　　　　　　　ＣＬ","	","	","	","	生産者","	田邉ﾒﾃﾞｨｱ","	メディア鳥取","	鳥取","	0858583515","	鳥取県　西伯郡大山町八重１５６","	","	",0,0,.00,0,0,13200,3072
"	【売上金額／ベスト順】    25/02/01～26/01/31",3654,"	0082352","	西村　真一　　　　　　　　ＣＬ","	","	","	","	","	田中ﾒﾃﾞｨｱ","	メディア和歌山","	和歌山","	0737634743","	和歌山県　有田郡湯浅町山田","	　　　　　１４９０","	",0,0,.00,0,0,13140,7644
"	【売上金額／ベスト順】    25/02/01～26/01/31",3655,"	0099839","	鬼塚　忠正　　　　　　　　ＣＬ","	","	","	","	生産者","	小西ﾒﾃﾞｨｱ","	メディア熊本","	熊本","	0968852242","	熊本県　玉名郡玉東町白木","	　　　　１０３１","	",0,0,.00,0,0,13140,7644
"	【売上金額／ベスト順】    25/02/01～26/01/31",3656,"	0078715","	（有）大畑商店　　　　　　ＣＬ","	","	","	","	小売店","	斎藤ﾒﾃﾞｨｱ","	メディア２３区","	東京","	0336070087","	東京都　葛飾区西水元","	　　　　４－１４－１２","	",0,0,.00,0,0,13000,3616
"	【売上金額／ベスト順】    25/02/01～26/01/31",3657,"	0073366","	土師米穀店　　　　　　　　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア宮崎","	宮崎","	0987255056","	宮崎県　日南市飫肥２－２－７","	","	",0,0,.00,0,0,13000,2992
"	【売上金額／ベスト順】    25/02/01～26/01/31",3658,"	0079303","	杉田　忠衛　　　　　　　　ＣＬ","	","	","	","	生産者","	小河東ﾒﾃﾞｨ","	メディア茨城","	茨城","	0280840233","	茨城県　猿島郡五霞町川妻","	　　　　４９０－２","	",0,0,.00,0,0,13000,1072
"	【売上金額／ベスト順】    25/02/01～26/01/31",3659,"	0076104","	（資）藤井商店","	","	","	","	小売店","	斎藤ﾒﾃﾞｨｱ","	メディア秋田","	秋田","	0188331333","	秋田県　秋田市楢山愛宕下","	　　　　２－２２","	",0,0,.00,0,0,12800,6370
"	【売上金額／ベスト順】    25/02/01～26/01/31",3660,"	0079437","	胆沢平野土地改良区","	","	","	","	生産者","	津田ﾒﾃﾞｨｱ","	メディア岩手","	岩手","	0197240171","	岩手県　奥州市水沢字北田","	　　　　１４０－１","	",0,0,.00,0,0,12800,5608
"	【売上金額／ベスト順】    25/02/01～26/01/31",3661,"	0083110","	橋本　哲典　　　　　　　　ＣＬ","	","	","	","	生産者","	小西ﾒﾃﾞｨｱ","	メディア熊本","	熊本","	09045161388","	熊本県　阿蘇郡南小国町赤馬場","	　　　　２３０３","	",0,0,.00,0,0,12800,2792
"	【売上金額／ベスト順】    25/02/01～26/01/31",3662,"	0072138","	福原　じゅん子　　　　　　ＣＬ","	","	","	","	小売店","	田邉ﾒﾃﾞｨｱ","	メディア徳島","	徳島","	0886943178","	徳島県　板野郡上板町引野字","	　　　　泉野東３","	",0,0,.00,0,0,12800,2216
"	【売上金額／ベスト順】    25/02/01～26/01/31",3663,"	0073972","	久保茶屋　　　　　　　　　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア鹿児島","	鹿児島","	0996421512","	鹿児島県　薩摩川内市東郷町藤川","	　　　　　１０１３－２","	",0,0,.00,0,0,12800,2216
"	【売上金額／ベスト順】    25/02/01～26/01/31",3664,"	0081808","	源泉旅館　山芳園        ＣＬ","	","	","	","	その他","	小河東ﾒﾃﾞｨ","	メディア静岡","	静岡","	0558422561","	静岡県　賀茂郡松崎町櫻田","	　　　　５６９－１","	",0,0,.00,0,0,12800,2216
"	【売上金額／ベスト順】    25/02/01～26/01/31",3665,"	0074013","	科野食糧販売店　　　　　　ＣＬ","	","	E","	","	小売店","	斎藤ﾒﾃﾞｨｱ","	メディア長野","	長野","	0269223752","	長野県　中野市赤岩１３７２","	","	",0,0,.00,0,0,12600,5638
"	【売上金額／ベスト順】    25/02/01～26/01/31",3666,"	0073623","	松本米店　　　　　　　　　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア熊本","	熊本","	0963522773","	熊本県　熊本市西区出町２－１３","	","	",0,0,.00,0,0,12400,5662
"	【売上金額／ベスト順】    25/02/01～26/01/31",3667,"	0088394","	繁永　大輔　　　　　　　　ＣＬ","	","	","	","	生産者","	小西ﾒﾃﾞｨｱ","	メディア福岡","	福岡","	0930523922","	福岡県　築上郡築上町安武","	　　　　１２０６","	",0,0,.00,0,0,12400,3640
"	【売上金額／ベスト順】    25/02/01～26/01/31",3668,"	0099826","	境商店　　　　　　　　　　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア熊本","	熊本","	0964233300","	熊本県　宇土市走潟町３３９７","	","	",0,0,.00,0,0,12390,4794
"	【売上金額／ベスト順】    25/02/01～26/01/31",3669,"	0076390","	馬場　啓治　　　　　　　　ＣＬ","	","	","	","	小売店","	津田ﾒﾃﾞｨｱ","	メディア福島","	福島","	0241732103","	福島県　南会津郡南会津町","	　　　　大字下山字中石２１５","	",0,0,.00,0,0,12350,3220
"	【売上金額／ベスト順】    25/02/01～26/01/31",3670,"	0080312","	（有）針田精米店　　　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア神奈川","	神奈川","	0444114850","	神奈川県　川崎市中原区新丸子東","	　　　　　１丁目８２０","	",0,0,.00,0,0,12300,4828
"	【売上金額／ベスト順】    25/02/01～26/01/31",3671,"	0073025","	九州精米機販売（株）　　　　Ⅱ","	","	B","	","	準代理店","	小西ﾒﾃﾞｨｱ","	メディア大分","	大分","	0977844500","	大分県　由布市湯布院町川西","	　　　　４３２","	",0,0,.00,0,0,12150,630
"	【売上金額／ベスト順】    25/02/01～26/01/31",3672,"	0088311","	高倉　公佳　　　　　　　　ＣＬ","	","	","	","	生産者","	小西ﾒﾃﾞｨｱ","	メディア大分","	大分","	0973737629","	大分県　玖珠郡玖珠町大字戸畑","	　　　　３３３２","	",0,0,.00,0,0,12000,2472
"	【売上金額／ベスト順】    25/02/01～26/01/31",3673,"	0002020","	吉谷米穀店","	","	","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア大阪","	大阪","	0669222377","	大阪府　大阪市都島区中通り","	　　　　２－４－１１","	",0,0,.00,0,0,11900,4304
"	【売上金額／ベスト順】    25/02/01～26/01/31",3674,"	0091030","	高木　米穀店　　　　　　　ＣＬ","	","	","	","	小売店","	田邉ﾒﾃﾞｨｱ","	メディア香川","	香川","	0877462127","	香川県　坂出市元町３－４－２２","	","	",0,0,.00,0,0,11800,6004
"	【売上金額／ベスト順】    25/02/01～26/01/31",3675,"	0082560","	小見山農園（株）        ＣＬ","	","	","	","	生産者","	沖本","	沖本　中国","	岡山","	0862963800","	岡山県　岡山市南区藤田","	　　　　１２０１－２","	",0,0,.00,0,0,11800,3280
"	【売上金額／ベスト順】    25/02/01～26/01/31",3676,"	0081787","	ＪＡグリーン加賀　元気村","	","	","	","	ＪＡ","	森田","	森田　北陸","	石川","	0761733060","	石川県　加賀市作見町ホ１０－１","	","	",0,0,.00,0,0,11800,1088
"	【売上金額／ベスト順】    25/02/01～26/01/31",3677,"	0073248","	有村　隆夫　　　　　　　　ＣＬ","	","	","	","	生産者","	小西ﾒﾃﾞｨｱ","	メディア鹿児島","	鹿児島","	09036020607","	鹿児島県　霧島市霧島大窪","	　　　　　１４０－１","	",0,0,.00,0,0,11750,4837
"	【売上金額／ベスト順】    25/02/01～26/01/31",3678,"	0073536","	（資）鷲津商店　　　　　　ＣＬ","	","	E","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア熊本","	熊本","	0967340201","	熊本県　阿蘇市黒川１５０９","	","	",0,0,.00,0,0,11700,2950
"	【売上金額／ベスト順】    25/02/01～26/01/31",3679,"	0080272","	農事組合法人ファームくだわＣＬ","	","	","	","	農業法人","	田邉ﾒﾃﾞｨｱ","	メディア兵庫","	兵庫","	0796702817","	兵庫県　朝来市和田山町久田和","	　　　　６５８－２","	",0,0,.00,0,0,11700,2950
"	【売上金額／ベスト順】    25/02/01～26/01/31",3680,"	0082536","	みさき米穀店　　　　　　　ＣＬ","	","	","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア大阪","	大阪","	0666818230","	大阪府　大阪市住之江区東加賀屋","	　　　　３－１６－９","	",0,0,.00,0,0,11700,2950
"	【売上金額／ベスト順】    25/02/01～26/01/31",3681,"	0081885","	（株）ＡＳＢ熊本　　　　　ＣＬ","	","	E","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア熊本","	熊本","	0968433551","	熊本県　山鹿市熊入町２５４－６","	","	",0,0,.00,0,0,11700,2810
"	【売上金額／ベスト順】    25/02/01～26/01/31",3682,"	0082001","	大黒工業（株）本社","	","	","	","	","	田邉ﾒﾃﾞｨｱ","	メディア愛媛","	愛媛","	0896242140","	愛媛県　四国中央市中曽根町","	　　　　１５９３","	",0,0,.00,0,0,11560,1824
"	【売上金額／ベスト順】    25/02/01～26/01/31",3683,"	0080587","	小林　淳　　　　　　　　　ＣＬ","	","	","	","	生産者","	津田ﾒﾃﾞｨｱ","	メディア岩手","	岩手","	09066285886","	岩手県　奥州市水沢羽田町","	　　　　字荒川３１－４","	",0,0,.00,0,0,11520,4120
"	【売上金額／ベスト順】    25/02/01～26/01/31",3684,"	0079250","	もりげんファーム　　　　　ＣＬ","	","	","	","	生産者","	米原ﾒﾃﾞｨｱ","	メディア三重","	三重","	0595632701","	三重県　名張市赤目町一ノ井","	　　　　１０４","	",0,0,.00,0,0,11400,5028
"	【売上金額／ベスト順】    25/02/01～26/01/31",3685,"	0080592","	加藤農園加藤　正敏　　　ＣＬ","	","	","	","	生産者","	斎藤ﾒﾃﾞｨｱ","	メディア秋田","	秋田","	09026050078","	秋田県　山本郡三種町下岩川","	　　　　増沢２－１","	",0,0,.00,0,0,11400,2304
"	【売上金額／ベスト順】    25/02/01～26/01/31",3686,"	0074837","	松田　均                ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	0257792445","	新潟県　南魚沼市大崎４１５９","	","	",0,0,.00,0,0,11400,2256
"	【売上金額／ベスト順】    25/02/01～26/01/31",3687,"	0081781","	（株）アグリ幸望みらい　　ＣＬ","	","	","	","	","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	09047378005","	新潟県　柏崎市堀１３９６","	","	",0,0,.00,0,0,11200,5240
"	【売上金額／ベスト順】    25/02/01～26/01/31",3688,"	0080190","	（有）アンサー　　　　　　ＣＬ","	","	","	","	その他","	斎藤ﾒﾃﾞｨｱ","	メディア栃木","	栃木","	0285830080","	栃木県　真岡市西沼８３５番地","	","	",0,0,.00,0,0,11160,4761
"	【売上金額／ベスト順】    25/02/01～26/01/31",3689,"	0077830","	久保　利樹　　　　　　　　ＣＬ","	","	","	","	生産者","	小河東ﾒﾃﾞｨ","	メディア青森","	青森","	0178763206","	青森県　三戸郡南部町","	　　　　下名久井助川７－１","	",0,0,.00,0,0,10800,6244
"	【売上金額／ベスト順】    25/02/01～26/01/31",3690,"	0076840","	菅原　和裕　　　　　　　　ＣＬ","	","	","	","	小売店","	津田ﾒﾃﾞｨｱ","	メディア山形","	山形","	0235573698","	山形県　鶴岡市上山添","	　　　　字神明前８０","	",0,0,.00,0,0,10800,2400
"	【売上金額／ベスト順】    25/02/01～26/01/31",3691,"	0071897","	山﨑　憲治　　　　　　　　ＣＬ","	","	","	","	小売店","	田邉ﾒﾃﾞｨｱ","	メディア広島","	広島","	0824662691","	広島県　三次市和知町１６８３","	","	",0,0,.00,0,0,10800,1248
"	【売上金額／ベスト順】    25/02/01～26/01/31",3692,"	0083082","	西村　裕明　　　　　　　　ＣＬ","	","	","	","	生産者","	小西ﾒﾃﾞｨｱ","	メディア鹿児島","	鹿児島","	07085230479","	鹿児島県　霧島市牧園町上中津川","	　　　　　８９２","	",0,0,.00,0,0,10800,1032
"	【売上金額／ベスト順】    25/02/01～26/01/31",3693,"	0082583","	（有）一柳紙業　　　　　　ＣＬ","	","	","	","	その他","	森田","	森田 ｲﾝﾊﾟﾙｽ","	大阪","	0666929348","	大阪府　大阪市住吉区大領","	　　　　３－２－４４","	",0,0,.00,0,0,10700,2800
"	【売上金額／ベスト順】    25/02/01～26/01/31",3694,"	0099973","	ホシザキ中国（株）","	","	","	","	取扱店","	田邉ﾒﾃﾞｨｱ","	メディア岡山","	岡山","	0862227581","	岡山県　岡山市北区大供","	　　　　２－９－２７","	",0,0,.00,0,0,10700,2784
"	【売上金額／ベスト順】    25/02/01～26/01/31",3695,"	0079118","	（有）羽田商店　山城屋本店  CL","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア千葉","	千葉","	0473512577","	千葉県　浦安市猫実４－２１－１","	","	",0,0,.00,0,0,10700,1952
"	【売上金額／ベスト順】    25/02/01～26/01/31",3696,"	0088197","	興農産業（株）　　　　　　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア鹿児島","	鹿児島","	0995220481","	鹿児島県　伊佐市大口小木原","	　　　　　１０３０","	",0,0,.00,0,0,10600,3217
"	【売上金額／ベスト順】    25/02/01～26/01/31",3697,"	0070162","	大野商店　　　　　　　　　ＣＬ","	","	","	","	小売店","	田邉ﾒﾃﾞｨｱ","	メディア兵庫","	兵庫","	0785767170","	兵庫県　神戸市長田区四番町","	　　　　５丁目市営３７棟１０１","	",0,0,.00,0,0,10500,4385
"	【売上金額／ベスト順】    25/02/01～26/01/31",3698,"	0083121","	樋口商店　　　　　　　　　ＣＬ","	","	","	","	小売店","	田邉ﾒﾃﾞｨｱ","	メディア愛媛","	愛媛","	0897323062","	愛媛県　新居浜市宮西町１－４","	","	",0,0,.00,0,0,10420,3140
"	【売上金額／ベスト順】    25/02/01～26/01/31",3699,"	0083022","	森口屋　　　　　　　　　　ＣＬ","	","	","	","	小売店","	米原ﾒﾃﾞｨｱ","	メディア愛知","	愛知","	0586782514","	愛知県　一宮市浅井町東浅井地蔵","	　　　　５８","	",0,0,.00,0,0,10400,3228
"	【売上金額／ベスト順】    25/02/01～26/01/31",3700,"	0073233","	時松　和弘　　　　　　　　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア大分","	大分","	0973730123","	大分県　玖珠郡九重町田野３２１","	","	",0,0,.00,0,0,10400,1736
"	【売上金額／ベスト順】    25/02/01～26/01/31",3701,"	0074695","	小林　農産　　　　　　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	0256341692","	新潟県　三条市東鱈田１４３７","	","	",0,0,.00,0,0,10400,1736
"	【売上金額／ベスト順】    25/02/01～26/01/31",3702,"	0044012","	【廃業】米重米穀店　　　　ＣＬ","	","	E","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア大阪","	大阪","	0728762628","	大阪府　大東市北楠の里町","	　　　　６－２５","	",0,0,.00,0,0,10390,4214
"	【売上金額／ベスト順】    25/02/01～26/01/31",3703,"	0080228","	（有）川原農産　　　　　　ＣＬ","	","	","	","	生産者","	小河西ﾒﾃﾞｨ","	メディア北海道","	北海道","	09088972575","	北海道　石狩郡当別町東裏","	　　　　２２３３番地－1","	",0,0,.00,0,0,10300,3698
"	【売上金額／ベスト順】    25/02/01～26/01/31",3704,"	0076827","	髙橋　博　　　　　　　　　ＣＬ","	","	","	","	小売店","	津田ﾒﾃﾞｨｱ","	メディア山形","	山形","	0234432527","	山形県　東田川郡庄内町吉岡","	　　　　字東北裏３９","	",0,0,.00,0,0,10250,2450
"	【売上金額／ベスト順】    25/02/01～26/01/31",3705,"	0072866","	武川精米センター　　　　　ＣＬ","	","	","	","	小売店","	田邉ﾒﾃﾞｨｱ","	メディア香川","	香川","	0877753651","	香川県　仲多度郡まんのう町四條","	　　　　５８３－３","	",0,0,.00,0,0,10200,3438
"	【売上金額／ベスト順】    25/02/01～26/01/31",3706,"	0080202","	（株）高速　郡山営業部営業一課","	HC006","	","	","	小売店","	津田ﾒﾃﾞｨｱ","	メディア宮城","	福島","	0249596600","	福島県　郡山市喜久田町卸","	　　　　三丁目２９番","	",0,0,.00,0,0,10100,1124
"	【売上金額／ベスト順】    25/02/01～26/01/31",3707,"	0081721","	田中　充　　　　　　　　　ＣＬ","	","	","	","	","	田邉ﾒﾃﾞｨｱ","	メディア兵庫","	兵庫","	09011813166","	兵庫県　美方郡新温泉町諸寄","	　　　　２５１１","	",0,0,.00,0,0,10000,2190
"	【売上金額／ベスト順】    25/02/01～26/01/31",3708,"	0083127","	山口　拓哉　　　　　　　　ＣＬ","	","	","	","	生産者","	小西ﾒﾃﾞｨｱ","	メディア福岡","	福岡","	08064003415","	福岡県　福岡市西区北原","	　　　　１－５－２１－３０２","	",0,0,.00,0,0,9920,3490
"	【売上金額／ベスト順】    25/02/01～26/01/31",3709,"	0080596","	小坂　源藏　　　　　　　　ＣＬ","	","	","	","	","	津田ﾒﾃﾞｨｱ","	メディア岩手","	岩手","	0195382549","	岩手県　二戸市浄法寺町","	　　　　樋田１９５","	",0,0,.00,0,0,9700,2032
"	【売上金額／ベスト順】    25/02/01～26/01/31",3710,"	0061503","	熊谷　富士夫　　　　　　　ＣＬ","	","	","	","	生産者","	津田ﾒﾃﾞｨｱ","	メディア岩手","	岩手","	09051853661","	岩手県　陸前高田市竹駒町","	　　　　字仲の沢６５－９","	",0,0,.00,0,0,9660,5096
"	【売上金額／ベスト順】    25/02/01～26/01/31",3711,"	0072824","	大原　賢久　　　　　　　　ＣＬ","	","	","	","	生産者","	田邉ﾒﾃﾞｨｱ","	メディア高知","	高知","	09047853206","	高知県　高知市十津４－９－４３","	","	",0,0,.00,0,0,9660,5096
"	【売上金額／ベスト順】    25/02/01～26/01/31",3712,"	0078669","	荒川　和也　　　　　　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	0257829493","	新潟県　南魚沼市大木六","	　　　　１１７５－１","	",0,0,.00,0,0,9660,5096
"	【売上金額／ベスト順】    25/02/01～26/01/31",3713,"	0080586","	大塚　勤　　　　　　　　　ＣＬ","	","	","	","	生産者","	小河東ﾒﾃﾞｨ","	メディア静岡","	静岡","	0547381181","	静岡県　島田市阪本２７７－１","	","	",0,0,.00,0,0,9660,5096
"	【売上金額／ベスト順】    25/02/01～26/01/31",3714,"	0092735","	外長商店　　　　　　　　　ＣＬ","	","	","	","	","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	0258752075","	新潟県　長岡市寺泊上田町","	　　　　８２２０","	",0,0,.00,0,0,9360,2315
"	【売上金額／ベスト順】    25/02/01～26/01/31",3715,"	0076644","	庄内みどり農業協同組合","	加工販売課","	C","	","	ＪＡ","	菅原","	菅原　東北Ｂ","	山形","	0234724950","	山形県　飽海郡遊佐町豊岡","	　　　　菖蒲田７０－２","	",0,0,.00,0,0,9300,1400
"	【売上金額／ベスト順】    25/02/01～26/01/31",3716,"	0071167","	田中　通雄　　　　　　　　ＣＬ","	","	","	","	生産者","	田邉ﾒﾃﾞｨｱ","	メディア鳥取","	鳥取","	0859260684","	鳥取県　米子市榎原１４３７－１","	","	",0,0,.00,0,0,9200,2192
"	【売上金額／ベスト順】    25/02/01～26/01/31",3717,"	0099919","	佐藤　利行              ＣＬ","	","	","	","	","	津田ﾒﾃﾞｨｱ","	メディア山形","	山形","	09014989829","	山形県　最上郡真室川町大字","	　　　　及位４３７","	",0,0,.00,0,0,9150,3010
"	【売上金額／ベスト順】    25/02/01～26/01/31",3718,"	0071764","	波多野商店　　　　　　　　ＣＬ","	","	","	","	小売店","	田邉ﾒﾃﾞｨｱ","	メディア山口","	山口","	0839280544","	山口県　山口市桜畠１－３－５０","	","	",0,0,.00,0,0,9100,3278
"	【売上金額／ベスト順】    25/02/01～26/01/31",3719,"	0073111","	田渕　スミ子　　　　　　　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア長崎","	長崎","	0950280348","	長崎県　平戸市木場町１５２","	","	",0,0,.00,0,0,9100,3133
"	【売上金額／ベスト順】    25/02/01～26/01/31",3720,"	0080608","	（株）サンクック","	","	","	","	その他","	堀川","	堀川　熊本","	熊本","	0963834691","	熊本県　熊本市中央区水前寺","	　　　　３－４０－１３","	",0,0,.00,0,0,8880,2600
"	【売上金額／ベスト順】    25/02/01～26/01/31",3721,"	0082628","	須田　演　　　　　　　　　ＣＬ","	","	","	","	生産者","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	09023188897","	新潟県　新潟市江南区曽川","	　　　　甲５９子","	",0,0,.00,0,0,8880,2600
"	【売上金額／ベスト順】    25/02/01～26/01/31",3722,"	0083178","	野村　幸雄　　　　　　　　ＣＬ","	","	","	","	生産者","	田邉ﾒﾃﾞｨｱ","	メディア島根","	島根","	0856730154","	島根県　鹿足郡津和野町中川","	　　　　３０６","	",0,0,.00,0,0,8880,2600
"	【売上金額／ベスト順】    25/02/01～26/01/31",3723,"	0088457","	横山　陸洋　　　　　　　　ＣＬ","	","	E","	","	生産者","	小西ﾒﾃﾞｨｱ","	メディア宮崎","	宮崎","	09031949854","	宮崎県　宮崎市池内町陣ノ平","	　　　　５５４－１","	",0,0,.00,0,0,8700,2936
"	【売上金額／ベスト順】    25/02/01～26/01/31",3724,"	0083180","	（有）誠武農園　　　　　　ＣＬ","	","	","	","	生産者","	田中ﾒﾃﾞｨｱ","	メディア京都","	京都","	0772432319","	京都府　与謝郡与謝野町滝","	　　　　３０７４","	",0,0,.00,0,0,8680,2600
"	【売上金額／ベスト順】    25/02/01～26/01/31",3725,"	0086363","	吉田　治稔　　　　　　　　ＣＬ","	","	","	","	生産者","	小西ﾒﾃﾞｨｱ","	メディア福岡","	福岡","	0940363436","	福岡県　宗像市大井１６５０","	","	",0,0,.00,0,0,8300,2636
"	【売上金額／ベスト順】    25/02/01～26/01/31",3726,"	0027567","	（株）カワサキ","	","	","	","	小売店","	森田","	森田 ｲﾝﾊﾟﾙｽ","	大阪","	0722970010","	大阪府　堺市南区大森２２３","	","	",0,0,.00,0,0,8240,1740
"	【売上金額／ベスト順】    25/02/01～26/01/31",3727,"	0074024","	三和食品（株）","	","	","	","	卸","	森田","	森田　北陸","	富山","	0764217420","	富山県　富山市中市１－７－１３","	","	",0,0,.00,0,0,8200,3174
"	【売上金額／ベスト順】    25/02/01～26/01/31",3728,"	0076385","	（有）すとう農産","	","	","	","	小売店","	津田ﾒﾃﾞｨｱ","	メディア福島","	福島","	0242591021","	福島県　会津若松市北会津町和泉","	　　　　４７０","	",0,0,.00,0,0,8100,2144
"	【売上金額／ベスト順】    25/02/01～26/01/31",3729,"	0078643","	（有）越中屋　　　　　　　ＣＬ","	","	","	","	小売店","	斎藤ﾒﾃﾞｨｱ","	メディア２３区","	東京","	0336975411","	東京都　葛飾区立石１－８－１６","	","	",0,0,.00,0,0,8100,2144
"	【売上金額／ベスト順】    25/02/01～26/01/31",3730,"	0083172","	（株）ＴＡＳ　　　　　　　ＣＬ","	","	","	","	その他","	米原ﾒﾃﾞｨｱ","	メディア福井","	福井","	0770243520","	福井県　敦賀市昭和町","	　　　　２－２－２２","	",0,0,.00,0,0,8100,1260
"	【売上金額／ベスト順】    25/02/01～26/01/31",3731,"	0053082","	竹村食糧　　　　　　　　　ＣＬ","	","	","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア大阪","	大阪","	0667218118","	大阪府　東大阪市横沼町","	　　　　３－１０－１０","	",0,0,.00,0,0,8000,2570
"	【売上金額／ベスト順】    25/02/01～26/01/31",3732,"	0081757","	（有）ムラオカ　　　　　　ＣＬ","	","	","	","	小売店","	斎藤ﾒﾃﾞｨｱ","	メディア群馬","	群馬","	0276563322","	群馬県　太田市新田木崎町","	３６９－２１","	",0,0,.00,0,0,7900,2450
"	【売上金額／ベスト順】    25/02/01～26/01/31",3733,"	0074400","	有徳　農営社　　　　　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	0258273075","	新潟県　長岡市堺町３１７","	","	",0,0,.00,0,0,7880,2750
"	【売上金額／ベスト順】    25/02/01～26/01/31",3734,"	0072050","	（株）四国ライス","	","	","	","	小売店","	田邉ﾒﾃﾞｨｱ","	メディア香川","	香川","	0878021515","	香川県　高松市東山崎町","	　　　　２５０－１","	",0,0,.00,0,0,7540,2395
